Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"Enhancing Mechanistic Research on Precision Probiotic Therapies (R61/R33 Clinical Trial Optional)","10/31/2024","6/3/2027","R61/R33","NIH","NCCIH","NCI, NIA, NIDCR, ORWH","PAR-25-211","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-211.html"
"Effectiveness Trials for Post-Acute Interventions and Services to Optimize Longer-term Outcomes (R01 Clinical Trial Required)","10/31/2024","1/8/2028","R01","NIH","NIMH","None","PAR-25-207","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-207.html"
"Pilot Effectiveness Trials for Post-Acute Interventions and Services to Optimize Longer-term Outcomes (R01 Clinical Trial Required)","10/31/2024","1/8/2028","R01","NIH","NIMH","None","PAR-25-206","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-206.html"
"Dissemination and Implementation Research in Health (R21 Clinical Trial Optional)","10/31/2024","1/8/2028","R21","NIH","NCI","FIC, NCCIH, NHGRI, NIA, NIAAA, NIAID, NIAMS, NICHD, NIDA, NIDCD, NIDCR, NIEHS, NIMH, NIMHD, NINDS, NINR, OBSSR, ODP, THRO","PAR-25-143","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-143.html"
"Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R21 Clinical Trial Optional)","10/30/2024","10/21/2025","R21","NIH","NIMH","None","RFA-MH-25-206","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-206.html"
"Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R01 Clinical Trial Optional)","10/30/2024","10/21/2025","R01","NIH","NIMH","None","RFA-MH-25-205","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-205.html"
"Mechanistic links between diet, lipid metabolism, and tumor growth and progression (U01 Clinical Trial Not Allowed)","10/30/2024","10/24/2025","U01","NIH","NCI","None","PAR-25-119","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-119.html"
"Screening and Functional Validation of Genomic Variants Associated with Human Congenital Anomalies (R01 Clinical Trial Not Allowed)","10/30/2024","1/8/2028","R01","NIH","NICHD","NIDCR, ORIP","PAR-25-185","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-185.html"
"Dissemination and Implementation Research in Health (R03 Clinical Trial Not Allowed)","10/30/2024","1/8/2028","R03","NIH","NCI","NHGRI, NIA, NIAAA, NICHD, NIDA, NIDCR, NIEHS, NIMH, NINDS, OBSSR, ODP, THRO, FIC","PAR-25-233","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-233.html"
"Mechanistic links between diet, lipid metabolism, and tumor growth and progression (UH2 Clinical Trial Not Allowed)","10/30/2024","10/24/2025","UH2","NIH","NCI","None","PAR-25-118","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-118.html"
"Biomedical Research Environment and Sponsored Programs Administration Development (BRE-SPAD) Program (UC2- Clinical Trial Not Allowed)","10/30/2024","1/28/2027","UC2","NIH","NIGMS","NCCIH, NEI, NIA, NIAAA, NIAMS, NIDA, NIDCR, NIMH, NINDS, ODSS","PAR-24-268","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-268.html"
"Clinical Coordinating Center for NCCIH Multi-Site Investigator-Initiated Clinical Trials of Natural Products (Collaborative UG3/UH3 Clinical Trial Required)","10/29/2024","7/15/2026","UG3/UH3","NIH","NCCIH","None","PAR-24-312","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-312.html"
"Targeting Inflammasomes in HIV and Substance Use (R21 Clinical Trial Not Allowed)","10/29/2024","3/14/2025","R21","NIH","NIDA","None","RFA-DA-25-068","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-068.html"
"Targeting Inflammasomes in HIV and Substance Use (R01 Clinical Trial Not Allowed)","10/29/2024","3/14/2025","R01","NIH","NIDA","None","RFA-DA-25-069","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-069.html"
"Translational Neural Devices (R61/R33 - Clinical Trial Optional)","10/29/2024","1/29/2027","R61/R33","NIH","NINDS","None","PAR-25-053","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-053.html"
"Dissemination and Implementation Research in Health (R01 Clinical Trial Optional)","10/29/2024","1/8/2028","R01","NIH","NCI","NCCIH, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NINR, OBSSR, ODP, THRO","PAR-25-144","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-144.html"
"Computational Approaches to Curation at Scale for Biomedical Research Assets (R01 Clinical Trial Not Allowed)","10/29/2024","4/16/2027","R01","NIH","NLM","None","PAR-25-131","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-131.html"
"Pilot Projects Investigating Understudied Proteins Associated with Rare Diseases (R03 Clinical Trial Not Allowed)","10/28/2024","11/17/2027","R03","NIH","NCATS","NIAID, NIDCD, NIDCR, NIMH, NINDS","PAR-25-122","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-122.html"
"Development of Biomarkers or Composite Biomarkers for Neurological and Neuromuscular Disorders (R61/R33 - Clinical Trial Optional)","10/28/2024","1/8/2028","R61/R33","NIH","NINDS","None","PAR-25-024","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-024.html"
"Limited Competition: Renewal of Existing NINDS-Supported Clinical Trial Cooperative Agreement Awards (U01 - Clinical Trials Required)","10/28/2024","11/6/2027","U01","NIH","NINDS","None","PAR-25-149","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-149.html"
"Implementation Research for Multi-morbidity Management in the Context of Non-communicable Diseases in Low- and Middle-Income Countries and US Tribal Populations  (R61/R33 Clinical Trial Required)","10/25/2024","1/8/2026","R61/R33","NIH","FIC","NHLBI, NIMH, ORWH","PAR-25-223","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-223.html"
"Implementation Research for Multi-morbidity Management in the Context of Non-communicable Diseases in Low- and Middle-Income Countries and US Tribal Populations  (R01 Clinical Trial Optional)","10/25/2024","1/8/2026","R01","NIH","FIC","NCI, NEI, NHLBI, NIA, NICHD, NIMH, NINDS, ORWH","PAR-25-213","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-213.html"
"Development of Resources and Technologies for Enhancing Rigor, Reproducibility, and Translatability of Animal Models in Biomedical Research (R01 Clinical Trial Not Allowed)","10/25/2024","9/8/2025","R01","NIH","ORIP","None","PAR-25-076","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-076.html"
"The Metastasis Research Network (MetNet): MetNet Research Projects (U01 Clinical Trial Not Allowed)","10/25/2024","6/21/2025","U01","NIH","NCI","None","PAR-25-130","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-130.html"
"CCRP Initiative: NIH Countermeasures Against Chemical Threats (CounterACT) Translational Exploratory/Developmental Research Projects (R21 Clinical Trial Not Allowed)","10/24/2024","5/31/2025","R21","NIH","NINDS","NIEHS, NEI, NIAID, NIAMS, NIDA","PAR-25-114","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-114.html"
"Human Virome Program: Developing novel and innovative tools to interrogate and annotate the human virome (U01 Clinical Trial Not Allowed)","10/23/2024","2/28/2025","U01","NIH","RMOD","None","RFA-RM-24-009","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-24-009.html"
"NIDCR Drug, Biologic, Device and/or Procedure Intervention Clinical Trial Planning and Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required)","10/23/2024","1/7/2028","UG3/UH3","NIH","NIDCR","None","PAR-25-057","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-057.html"
"BRAIN Initiative: Brain Behavior Quantification and Synchronization- Next Generation Sensor Technology Development (U01 Clinical Trial Optional)","10/23/2024","6/16/2027","U01","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS, OBSSR","RFA-MH-26-140","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-26-140.html"
"Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Assay Development and Neurotherapeutic Agent Identification (R61/R33 Clinical Trial Not Allowed)","10/22/2024","10/21/2027","R61/R33","NIH","NINDS","None","PAR-25-059","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-059.html"
"Innovation Grants to Nurture Initial Translational Efforts (IGNITE):  Development and Validation of Model Systems to Facilitate Neurotherapeutic Discovery (R61/R33 Clinical Trial Not Allowed)","10/22/2024","10/21/2027","R61/R33","NIH","NINDS","None","PAR-25-060","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-060.html"
"NIDCD Early Career Research(ECR) Award (R21 Clinical Trial Optional)","10/18/2024","10/16/2027","R21","NIH","NIDCD","None","PAR-25-120","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-120.html"
"NCI Small Grants Program for Cancer Research (NCI Omnibus) (R03 Clinical Trial Optional)","10/18/2024","1/8/2026","R03","NIH","NCI","None","PAR-25-078","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-078.html"
"Towards a Better Understanding of the Neurological Effects of Infection-Associated Chronic Illnesses (R21 - Clinical Trial Optional)","10/17/2024","11/17/2025","R21","NIH","NINDS","NIMH, OD","PAR-25-115","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-115.html"
"Towards a Better Understanding of the Neurological Effects of Infection-Associated Chronic Illnesses (R01 - Clinical Trial Optional)","10/17/2024","11/6/2025","R01","NIH","NINDS","NIMH, OD","PAR-25-116","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-116.html"
"Clinical Coordinating Center for NCCIH Multi-Site Investigator-Initiated Clinical Trials of Mind and Body Interventions (Collaborative UG3/UH3 Clinical Trial Required)","10/15/2024","7/15/2026","UG3/UH3","NIH","NCCIH","None","PAR-24-275","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-275.html"
"Building Biomedical Engineering Education, Research, and Innovation at Historically Black Colleges and Universities (HBCU eBETA) (UG3/UH3 Clinical Trial Not Allowed)","10/15/2024","10/1/2025","UG3/UH3","NIH","NIBIB","None","RFA-EB-25-002","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-EB-25-002.html"
"Ending the Epidemic: New Models of Integrated HIV/AIDS, Addiction, and Primary Care Services (R01 Clinical Trial required)","10/15/2024","3/20/2025","R01","NIH","NIDA","None","RFA-DA-25-072","RFA","Required","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-072.html"
"Ending the Epidemic: New Models of Integrated HIV/AIDS, Addiction, and Primary Care Services (R34 Clinical Trial Optional)","10/15/2024","3/20/2025","R34","NIH","NIDA","None","RFA-DA-25-070","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-070.html"
"Assay Validation of High Quality Markers for Clinical Studies in Cancer (UH2/UH3 Clinical Trial Not Allowed)","10/15/2024","10/15/2026","UH2/UH3","NIH","NCI","None","PAR-25-074","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-074.html"
"Assay Validation of High Quality Markers for Clinical Studies in Cancer (UH3 Clinical Trials Not Allowed)","10/15/2024","10/15/2026","UH3","NIH","NCI","None","PAR-25-075","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-075.html"
"Continuation or Revision of NIDCR Clinical Trial Planning and Implementation Cooperative Agreement (UH3 Clinical Trial Required)","10/10/2024","1/7/2028","UH3","NIH","NIDCR","None","PAR-25-062","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-062.html"
"Interventions to expand cancer screening and preventive services to ADVANCE health in populations that experience health disparities (R01, Clinical Trial Required)","10/10/2024","1/8/2027","R01","NIH","ODP","NCI, NIDCR, NIMHD, ORWH, SGMRO","PAR-25-098","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-098.html"
"Epidemiologic Research on Emerging Risk Factors and Liver Cancer Susceptibility (R21 Clinical Trial Not Allowed)","10/10/2024","5/8/2025","R21","NIH","NCI","None","PA-25-123","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-25-123.html"
"Epidemiologic Research on Emerging Risk Factors and Liver Cancer Susceptibility (R01 Clinical Trial Not Allowed)","10/10/2024","5/8/2025","R01","NIH","NCI","None","PA-25-121","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-25-121.html"
"Revision Applications for Validation of Biomarker Assays Developed Through NIH-Supported Research Grants (R01 Clinical Trial Not Allowed)","10/10/2024","10/15/2026","R01","NIH","NCI","None","PAR-24-304","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-304.html"
"Limited Competition: CCRP Initiative: Promoting a Basic Understanding of Chemical Threats to Skin (R34 Clinical Trial Not Allowed)","10/4/2024","1/8/2028","R34","NIH","NIAMS","NIAID","PA-25-093","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-25-093.html"
"Analytical Validation of a Candidate Biomarker for Neurological or Neuromuscular Disorders(U01 Clinical Trial Optional)","10/2/2024","6/23/2026","U01","NIH","NINDS","None","PAR-25-050","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-050.html"
"Clinical Validation of a Candidate Biomarker for Neurological or Neuromuscular Disorders (U01 Clinical Trial Optional)","10/2/2024","6/23/2026","U01","NIH","NINDS","None","PAR-25-055","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-055.html"
"Discovery and Development of Natural Products for Cancer Interception and Prevention (UG3/UH3 Clinical Trial Not Allowed)","10/1/2024","6/14/2025","UG3/UH3","NIH","NCI","None","RFA-CA-25-013","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-013.html"
"Blueprint Neurotherapeutics Network (BPN): Biologic-based Drug Discovery and Development for Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional)","10/1/2024","8/19/2027","UG3/UH3","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIDA, NIDCR, NIEHS, NIMH, OBSSR","PAR-24-293","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-293.html"
"Mitochondrial-associated Mechanisms of Neuropathological and Immunodeficient Aging in the Context of HIV and SUD (R21 Clinical Trials Not Allowed)","9/30/2024","3/11/2026","R21","NIH","NIDA","None","RFA-DA-26-010","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-010.html"
"Mitochondrial-associated Mechanisms of Neuropathological and Immunodeficient Aging in the Context of HIV and SUD (R01 Clinical Trials Not Allowed)","9/30/2024","3/11/2026","R01","NIH","NIDA","None","RFA-DA-26-009","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-009.html"
"Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development of Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional)","9/25/2024","8/19/2026","UG3/UH3","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIDA, NIDCR, NIMH","PAR-25-051","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-051.html"
"Behavioral and Integrative Treatment Development Program (R34 Clinical Trial Optional)","9/24/2024","5/8/2025","R34","NIH","NIDA","None","PAR-24-300","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-300.html"
"Behavioral and Integrative Treatment Development Program (R01 Clinical Trial Optional)","9/24/2024","5/8/2025","R01","NIH","NIDA","None","PAR-24-299","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-299.html"
"BRAIN Initiative: New Technologies and Novel Approaches for Recording and Modulation in the Nervous System (R01 Clinical Trial Not Allowed)","9/24/2024","1/21/2026","R01","NIH","NINDS","NCCIH, NIMH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD","RFA-NS-25-018","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-018.html"
"BRAIN Initiative: Optimization of Instrumentation and Device Technologies for Recording and Modulation in the Nervous System (U01 Clinical Trials Not Allowed)","9/24/2024","1/21/2026","U01","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH","RFA-NS-25-017","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-017.html"
"Mechanism for Time-Sensitive Substance Use Research (R21 Clinical Trial Optional)","9/20/2024","9/10/2027","R21","NIH","NIDA","None","PAR-24-298","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-298.html"
"HEAL Initiative: Studies to Enable Analgesic Discovery (R61/R33 - Clinical Trial Not Allowed)","9/18/2024","1/16/2027","R61/R33","NIH","NINDS","NCCIH, NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDCR, NIDDK","RFA-NS-25-023","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-023.html"
"U.S.-South Africa Program for Collaborative Biomedical Research  Phase 3 (HIV/AIDS) (R01 Clinical Trial Optional)","9/17/2024","3/13/2025","R01","NIH","NIAID","NCI, NIAAA, NICHD, NIMH, OAR","RFA-AI-24-023","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-24-023.html"
"Imaging - Science Track Award for Research Transition (I/START) (R03 Clinical Trial Optional)","9/17/2024","1/8/2028","R03","NIH","NIDA","None","PAR-24-297","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-297.html"
"Cellular Models of HIV Pathogenesis within NIDDK Mission Areas (R01 Clinical Trial Not Allowed)","9/16/2024","3/21/2025","R01","NIH","NIDDK","ORWH","RFA-DK-25-021","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-25-021.html"
"Exploratory Studies to Investigate Mechanisms of HIV infection, Replication, Latency, and/or Pathogenesis in the Context of Substance Use Disorders (R01 Clinical Trial Not Allowed)","9/9/2024","8/15/2025","R01","NIH","NIDA","None","RFA-DA-25-073","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-073.html"
"Mechanisms that Impact Cancer Risk after Bariatric Surgery (R21 Clinical Trial Not Allowed)","9/5/2024","1/8/2028","R21","NIH","NCI","None","PAR-25-044","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-044.html"
"Mechanisms that Impact Cancer Risk after Bariatric Surgery (R01 Clinical Trial Optional)","9/5/2024","1/8/2028","R01","NIH","NCI","None","PAR-25-043","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-043.html"
"Clinical and Translational Science Award (UM1 Clinical Trial Optional)","9/3/2024","9/29/2027","UM1","NIH","NCATS","None","PAR-24-272","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-272.html"
"Advancing Healthcare for Older Adults from Populations that Experience Health Disparities (R01 - Clinical Trial Optional)","8/27/2024","1/8/2028","R01","NIH","NIMHD","NINR, ODP, NCI, NIA","PAR-24-273","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-273.html"
"Microglial Pathophysiology in Comorbid Substance Use Disorder (SUD) and HIV (R61/R33 Clinical Trial Not Allowed)","8/23/2024","8/15/2025","R61/R33","NIH","NIDA","None","RFA-DA-25-063","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-063.html"
"NCI Research Specialist (Clinician Scientist) Award (R50 Clinical Trial Not Allowed)","8/22/2024","11/5/2025","R50","NIH","NCI","None","PAR-24-274","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-274.html"
"Advancing Research on Molecular Targets and Mechanisms that Influence the Interplay Between Sex Hormones, HIV, and Addictive Substances (R21 Clinical Trials Not Allowed)","8/15/2024","3/14/2025","R21","NIH","NIDA","None","RFA-DA-26-008","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-008.html"
"Advancing Research on Molecular Targets and Mechanisms that Influence the Interplay Between Sex Hormones, HIV, and Addictive Substances (R01 Clinical Trials Not Allowed)","8/15/2024","3/14/2025","R01","NIH","NIDA","None","RFA-DA-26-007","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-007.html"
"Single Cell Opioid Responses in the Context of HIV (SCORCH) Program:  Data Mining and Functional Validation (R01 Clinical Trial Not Allowed)","8/14/2024","3/20/2026","R01","NIH","NIDA","None","RFA-DA-26-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-001.html"
"Clinical Trials Addressing Unmet Needs of Rare Neurodegenerative Diseases (R01) Clinical Trials Required","8/14/2024","10/24/2025","R01","FDA","FDA","None","RFA-FD-25-001","RFA","Required","https://grants.nih.gov/grants/guide/rfa-files/RFA-FD-25-001.html"
"Single Cell Opioid Responses in the Context of HIV (SCORCH) Program: Data Mining and Functional Validation (R21 Clinical Trial Not Allowed)","8/14/2024","3/20/2026","R21","NIH","NIDA","None","RFA-DA-26-002","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-002.html"
"NIDA Animal Genomics Program (U01  Clinical Trial Not Allowed)","8/13/2024","2/12/2027","U01","NIH","NIDA","None","PAR-24-269","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-269.html"
"Functional Validation and/or Characterization of Genes or Variants Implicated in Substance Use Disorders (R21/R33 Clinical Trial Not Allowed)","8/6/2024","7/29/2025","R21/R33","NIH","NIDA","None","PAR-24-267","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-267.html"
"High Priority HIV and Substance Use Research (R01 Clinical Trial Optional)","8/2/2024","2/12/2027","R01","NIH","NIDA","None","RFA-DA-25-024","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-024.html"
"Using Innovative Digital Healthcare Solutions to Improve Quality at the Point of Care (R21/R33 - Clinical Trial Optional)","7/19/2024","8/1/2026","R21/R33","AHRQ","AHRQ","None","PA-24-266","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-266.html"
"NIH Research Software Engineer (RSE) Award (R50 Clinical Trials Not Allowed)","7/17/2024","12/5/2026","R50","NIH","OD","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NLM","RFA-OD-24-011","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-24-011.html"
"Building Sustainable Software Tools for Open Science (R03 Clinical Trial Not Allowed)","7/17/2024","12/5/2026","R03","NIH","OD","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NLM","RFA-OD-24-010","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-24-010.html"
"Examining the Impact of Artificial Intelligence (AI) on Healthcare Safety (R18)","7/16/2024","5/26/2027","R18","AHRQ","AHRQ","None","PA-24-261","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-261.html"
"Device Based Treatments for Substance Use Disorders (UG3/UH3 Clinical Trial Optional)","7/12/2024","8/14/2026","UG3/UH3","NIH","NIDA","None","PAR-25-023","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-023.html"
"Limited Competition: Building Partnerships and Broadening Perspectives to Advance Ethical, Legal, and Social Implications (ELSI) Research (BBAER) Program (UM1), Clinical Trial Optional","7/10/2024","8/3/2026","UM1","NIH","NHGRI","None","RFA-HG-24-026","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-24-026.html"
"Genetic Architecture of Mental Disorders in Ancestrally Diverse Populations II (U01 Clinical Trial Not Allowed)","7/10/2024","2/14/2026","U01","NIH","NIMH","None","PAR-24-240","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-240.html"
"Standardizing Data and Metadata from Wearable Devices (R01 Clinical Trial Not Allowed)","7/2/2024","6/11/2026","R01","NIH","NIMH","None","PAR-24-250","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-250.html"
"NINDS Alzheimers Disease-Related Dementias (ADRD) Advanced Postdoctoral Career Transition Award (K99/R00 Independent Clinical Trial Not Allowed)","6/24/2024","7/13/2027","K99/R00","NIH","NINDS","NIA","PAR-24-213","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-213.html"
"Pilot Research Opportunities in Crisis Response Services for Suicide Prevention (R34 Clinical Trial Optional)","6/13/2024","6/3/2025","R34","NIH","NIMH","None","RFA-MH-25-136","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-136.html"
"Research Opportunities in Crisis Response Services for Suicide Prevention (R01 Clinical Trial Optional)","6/13/2024","6/3/2025","R01","NIH","NIMH","None","RFA-MH-25-135","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-135.html"
"Community Level Interventions to Improve Minority Health and Reduce Health Disparities (R01 - Clinical Trial Optional)","6/10/2024","1/8/2027","R01","NIH","NIMHD","None","PAR-24-231","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-231.html"
"CCRP Initiative: Chemical Threat Agent-induced Pulmonary and Ocular Pathophysiological Mechanisms (R01 Clinical Trial Not Allowed)","6/7/2024","9/24/2026","R01","NIH","NIEHS","NEI, NIAID","RFA-ES-24-005","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-24-005.html"
"BRAIN Initiative: Brain-Behavior Quantification and Synchronization  Transformative and Integrative Models of Behavior at the Organismal Level (U01 Clinical Trials Not Allowed)","5/29/2024","10/10/2026","U01","NIH","NIDA","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDCD, NIMH, NINDS, OBSSR","RFA-DA-24-041","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-041.html"
"BRAIN Initiative: Brain-Behavior Quantification and Synchronization  Transformative and Integrative Models of Behavior at the Organismal Level (U01 Clinical Trial Optional)","5/29/2024","10/10/2026","U01","NIH","NIDA","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDCD, NIMH, NINDS, OBSSR","RFA-DA-24-040","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-040.html"
"Minor Use Minor Species Development of Drugs (R01)","5/3/2024","1/30/2027","R01","FDA","FDA","None","PAR-24-216","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-216.html"
"NHLBI Outstanding Investigator Award (OIA) (R35 Clinical Trial Optional)","4/26/2024","4/29/2027","R35","NIH","NHLBI","None","RFA-HL-26-002","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-26-002.html"
"NHLBI Emerging Investigator Award (EIA) (R35 Clinical Trial Optional)","4/26/2024","4/29/2027","R35","NIH","NHLBI","None","RFA-HL-26-003","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-26-003.html"
